SN	latitude	longitude	maps
1	-48.394122506227	74.597633892124	https://maps.google.com/maps?q=-48.394122506227,74.597633892124&z=4
2	-48.44076862751	74.769562990861	https://maps.google.com/maps?q=-48.44076862751,74.769562990861&z=4
